id,year,title,event_type,authors
61,1987,"HOW THE CATFISH TRACKS ITS PREY: AN INTERACTIVE ""PIPELINED"" PROCESSING SYSTEM MAY DIRECT FORAGING VIA RETICULOSPINAL NEURONS",,['Jagmeet S. Kanwal']
610,1992,Parameterising Feature Sensitive Cell Formation in Linsker Networks in the Auditory System,,"['Lance C. Walton', 'David L. Bisset']"
6100,2016,Active Nearest-Neighbor Learning in Metric Spaces,Poster,"['Sivan Sabato', 'Aryeh Kontorovich', 'Ruth Urner']"
6101,2016,Relevant sparse codes with variational information bottleneck,Poster,"['Matthew Chalk', 'Olivier Marre', 'Gasper Tkacik']"
6102,2016,Multistage Campaigning in Social Networks,Poster,"['Hongyuan Zha', 'Le Song', 'Mehrdad Farajtabar', 'Xiaojing Ye', 'Sahar Harati']"
6103,2016,Coordinate-wise Power Method,Poster,"['Inderjit S. Dhillon', 'Kai Zhong', 'Qi Lei']"
6104,2016,Fast learning rates with heavy-tailed losses,Poster,"['Vu C. Dinh', 'Lam S. Ho', 'Binh Nguyen', 'Duy Nguyen']"
6105,2016,Guided Policy Search via Approximate Mirror Descent,Poster,"['Sergey Levine', 'William H. Montgomery']"
6106,2016,Learning Additive Exponential Family Graphical Models via ,Poster,"['Tong Zhang', 'Ping Li', 'Guangcan Liu', 'Xiaotong Yuan', 'Qingshan Liu']"
6107,2016,Observational-Interventional Priors for Dose-Response Learning,Poster,['Ricardo Silva']
6108,2016,Blind Regression: Nonparametric Regression for Latent Variable Models via Collaborative Filtering,Poster,"['Devavrat Shah', 'Christina E. Lee', 'Dogyoon Song', 'Yihua Li']"
6109,2016,SEBOOST - Boosting Stochastic Learning Using Subspace Optimization Techniques,Poster,"['Michael Zibulevsky', 'Elad Richardson', 'Rom Herskovitz', 'Boris Ginsburg']"
611,1992,Learning to See Where and What: Training a Net to Make Saccades and Recognize Handwritten Characters,,"['Gale Martin', 'James A. Pittman', 'Mosfeq Rashid', 'David Chapman']"
6110,2016,Unsupervised Domain Adaptation with Residual Transfer Networks,Poster,"['Michael I. Jordan', 'Mingsheng Long', 'Han Zhu', 'Jianmin Wang']"
6111,2016,Learning What and Where to Draw,Poster,"['Honglak Lee', 'Bernt Schiele', 'Scott E. Reed', 'Zeynep Akata', 'Santosh Mohan', 'Samuel Tenka']"
6112,2016,Deep Learning without Poor Local Minima,Poster,['Kenji Kawaguchi']
6113,2016,Learning to Poke by Poking: Experiential Learning of Intuitive Physics,Poster,"['Jitendra Malik', 'Pieter Abbeel', 'Sergey Levine', 'Pulkit Agrawal', 'Ashvin V. Nair']"
6114,2016,Weight Normalization: A Simple Reparameterization to Accelerate Training of Deep Neural Networks,Poster,"['Diederik P. Kingma', 'Tim Salimans']"
6115,2016,Linear-Memory and Decomposition-Invariant Linearly Convergent Conditional Gradient Algorithm for Structured Polytopes,Poster,"['Ofer Meshi', 'Dan Garber', 'Dan Garber']"
6116,2016,Proximal Stochastic Methods for Nonsmooth Nonconvex Finite-Sum Optimization,Poster,"['Suvrit Sra', 'Sashank J. Reddi', 'Alexander J. Smola', 'Barnabas Poczos']"
6117,2016,Bayesian Optimization with Robust Bayesian Neural Networks,Poster,"['Jost Tobias Springenberg', 'Aaron Klein', 'Frank Hutter', 'Stefan Falkner']"
6118,2016,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations,Poster,"['Jeff Schneider', 'Barnabas Poczos', 'Kirthevasan Kandasamy', 'Gautam Dasarathy', 'Junier B. Oliva']"
6119,2016,Maximizing Influence in an Ising Network: A Mean-Field Optimal Solution,Poster,"['Daniel D. Lee', 'Christopher Lynn']"
612,1992,Combining Neural and Symbolic Learning to Revise Probabilistic Rule Bases,,"['J. Jeffrey Mahoney', 'Raymond J. Mooney']"
6120,2016,An urn model for majority voting in classification ensembles,Poster,"['Victor Soto', 'Alberto Su?rez', 'Gonzalo Martinez-Mu?oz']"
6121,2016,Dense Associative Memory for Pattern Recognition,Poster,"['John J. Hopfield', 'Dmitry Krotov']"
6122,2016,Cooperative Graphical Models,Poster,"['Andreas Krause', 'Stefanie Jegelka', 'Josip Djolonga', 'Sebastian Tschiatschek']"
6123,2016,Finite-Sample Analysis of Fixed-k Nearest Neighbor Density Functional Estimators,Poster,"['Shashank Singh', 'Barnabas Poczos']"
6124,2016,Achieving budget-optimality with adaptive schemes in crowdsourcing,Poster,"['Sewoong Oh', 'Ashish Khetan']"
6125,2016,Improved Techniques for Training GANs,Poster,"['Ian Goodfellow', 'Xi Chen', 'Xi Chen', 'Wojciech Zaremba', 'Tim Salimans', 'Vicki Cheung', 'Alec Radford']"
6126,2016,Robust k-means: a Theoretical Revisit,Poster,['ALEXANDROS GEORGOGIANNIS']
6127,2016,Stochastic Three-Composite Convex Minimization,Poster,"['Volkan Cevher', 'Alp Yurtsever', 'Bang Cong Vu']"
6128,2016,Normalized Spectral Map Synchronization,Poster,"['Sujay Sanghavi', 'Nati Srebro', 'Yanyao Shen', 'Qixing Huang']"
6129,2016,Reconstructing Parameters of Spreading Models from Partial Observations,Poster,['Andrey Lokhov']
613,1992,Bayesian Learning via Stochastic Dynamics,,['Radford M. Neal']
6130,2016,Probing the Compositionality of Intuitive Functions,Poster,"['David K. Duvenaud', 'Josh Tenenbaum', 'Samuel J. Gershman', 'Eric Schulz', 'Maarten Speekenbrink']"
6131,2016,A Bayesian method for reducing bias in neural representational similarity analysis,Poster,"['Yael Niv', 'Jonathan W. Pillow', 'Ming Bo Cai', 'Nicolas W. Schuck']"
6132,2016,Average-case hardness of RIP certification,Poster,"['Tengyao Wang', 'Quentin Berthet', 'Yaniv Plan']"
6133,2016,Learning in Games: Robustness of Fast Convergence,Poster,"['Karthik Sridharan', 'Eva Tardos', 'Dylan J. Foster', 'Zhiyuan Li', 'Thodoris Lykouris']"
6134,2016,Stochastic Structured Prediction under Bandit Feedback,Poster,"['Artem Sokolov', 'Julia Kreutzer', 'Stefan Riezler', 'Christopher Lo']"
6135,2016,The Multiscale Laplacian Graph Kernel,Poster,"['Risi Kondor', 'Horace Pan']"
6136,2016,Learning Bound for Parameter Transfer Learning,Poster,['Wataru Kumagai']
6137,2016,Combinatorial semi-bandit with known covariance,Poster,"['R?my Degenne', 'Vianney Perchet']"
6138,2016,Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks,Poster,"['H. Sebastian Seung', 'Noah Apthorpe', 'Alexander Riordan', 'Robert Aguilar', 'Jan Homann', 'Yi Gu', 'David Tank']"
6139,2016,Supervised Word Mover's Distance,Poster,"['Fei Sha', 'Kilian Q. Weinberger', 'Matt J. Kusner', 'Gao Huang', 'Chuan Guo', 'Yu Sun']"
614,1992,Explanation-Based Neural Network Learning for Robot Control,,"['Sebastian B. Thrun', 'Tom M. Mitchell']"
6140,2016,Graph Clustering: Block-models and model free results,Poster,"['Marina Meila', 'Yali Wan']"
6141,2016,"An Architecture for Deep, Hierarchical Generative Models",Poster,['Philip Bachman']
6142,2016,Data Poisoning Attacks on Factorization-Based Collaborative Filtering,Poster,"['Aarti Singh', 'Yining Wang', 'Bo Li', 'Yevgeniy Vorobeychik']"
6143,2016,DISCO Nets : DISsimilarity COefficients Networks,Poster,"['Sebastian Nowozin', 'Diane Bouchacourt', 'Pawan K. Mudigonda']"
6144,2016,Higher-Order Factorization Machines,Poster,"['Naonori Ueda', 'Mathieu Blondel', 'Akinori Fujino', 'Masakazu Ishihata']"
6145,2016,A Multi-Batch L-BFGS Method for Machine Learning,Poster,"['Jorge Nocedal', 'Martin Takac', 'Albert S. Berahas']"
6146,2016,SoundNet: Learning Sound Representations from Unlabeled Video,Poster,"['Antonio Torralba', 'Carl Vondrick', 'Yusuf Aytar']"
6147,2016,Towards Unifying Hamiltonian Monte Carlo and Slice Sampling,Poster,"['Lawrence Carin', 'Ricardo Henao', 'Kai Fan', 'Changyou Chen', 'Xiangyu Wang', 'Yizhe Zhang']"
6148,2016,Interpretable Distribution Features with Maximum Testing Power,Poster,"['Arthur Gretton', 'Kacper P. Chwialkowski', 'Wittawat Jitkrittum', 'Zolt?n Szab?']"
6149,2016,"Threshold Bandits, With and Without Censored Feedback",Poster,"['Jacob D. Abernethy', 'Kareem Amin', 'Ruihao Zhu']"
615,1992,Neural Network On-Line Learning Control of Spacecraft Smart Structures,,['Christopher Bowman']
6150,2016,Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs,Poster,"['Aaron Roth', 'Shahin Jabbari', 'Ryan M. Rogers', 'Steven Z. Wu']"
6151,2016,A forward model at Purkinje cell synapses facilitates cerebellar anticipatory control,Poster,"['Ivan Herreros', 'Xerxes Arsiwalla', 'Paul Verschure']"
6152,2016,Learning Tree Structured Potential Games,Poster,"['Tommi Jaakkola', 'Vikas Garg']"
6153,2016,Estimating Nonlinear Neural Response Functions using GP Priors and Kronecker Methods,Poster,"['Cristina Savin', 'Gasper Tkacik']"
6154,2016,A Simple Practical Accelerated Method for Finite Sums,Poster,['Aaron Defazio']
6155,2016,Active Learning with Oracle Epiphany,Poster,"['Xiaojin Zhu', 'Lihong Li', 'Tzu-Kuo Huang', 'Ara Vartanian', 'Saleema Amershi']"
6156,2016,beta-risk: a New Surrogate Risk for Learning from Weakly Labeled Data,Poster,"['Valentina Zantedeschi', 'R?mi Emonet', 'Marc Sebban']"
6157,2016,Double Thompson Sampling for Dueling Bandits,Poster,"['Huasen Wu', 'Xin Liu']"
6158,2016,Generating Images with Perceptual Similarity Metrics based on Deep Networks,Poster,"['Alexey Dosovitskiy', 'Thomas Brox']"
6159,2016,Coin Betting and Parameter-Free Online Learning,Poster,"['Francesco Orabona', 'David Pal']"
616,1992,A Method for Learning From Hints,,['Yaser S. Abu-Mostafa']
6160,2016,Temporal Regularized Matrix Factorization for High-dimensional Time Series Prediction,Poster,"['Inderjit S. Dhillon', 'Nikhil Rao', 'Hsiang-Fu Yu']"
6161,2016,Unsupervised Learning for Physical Interaction through Video Prediction,Poster,"['Ian Goodfellow', 'Sergey Levine', 'Chelsea Finn']"
6162,2016,Active Learning from Imperfect Labelers,Poster,"['Kamalika Chaudhuri', 'Songbai Yan', 'Tara Javidi']"
6163,2016,Collaborative Recurrent Autoencoder: Recommend while Learning to Fill in the Blanks,Poster,"['Dit-Yan Yeung', 'Hao Wang', 'Xingjian SHI']"
6164,2016,Clustering Signed Networks with the Geometric Mean of Laplacians,Poster,"['Matthias Hein', 'Pedro Mercado', 'Francesco Tudisco']"
6165,2016,Dynamic Network Surgery for Efficient DNNs,Poster,"['Yiwen Guo', 'Anbang Yao', 'Yurong Chen']"
6166,2016,On Valid Optimal Assignment Kernels and Applications to Graph Classification,Poster,"['Nils M. Kriege', 'Pierre-Louis Giscard', 'Richard Wilson']"
6167,2016,Review Networks for Caption Generation,Poster,"['William W. Cohen', 'Ruslan R. Salakhutdinov', 'Zhilin Yang', 'Ye Yuan', 'Yuexin Wu']"
6168,2016,Estimating the class prior and posterior from noisy positives and unlabeled data,Poster,"['Martha White', 'Shantanu Jain', 'Predrag Radivojac']"
6169,2016,Approximate maximum entropy principles via Goemans-Williamson with applications to provable variational methods,Poster,"['Andrej Risteski', 'Yuanzhi Li']"
617,1992,Statistical Mechanics of Learning in a Large Committee Machine,,"['John A. Hertz', 'Holm Schwarze']"
6170,2016,Privacy Odometers and Filters: Pay-as-you-Go Composition,Poster,"['Aaron Roth', 'Ryan M. Rogers', 'Jonathan Ullman', 'Salil Vadhan']"
6171,2016,The Limits of Learning with Missing Data,Poster,"['Elad Hazan', 'Tomer Koren', 'Brian Bullins']"
6172,2016,Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections,Poster,"['Chunhua Shen', 'Xiaojiao Mao', 'Yu-Bin Yang']"
6173,2016,Community Detection on Evolving Graphs,Poster,"['Silvio Lattanzi', 'Aris Anagnostopoulos', 'Jakub ??cki', 'Stefano Leonardi', 'Mohammad Mahdian']"
6174,2016,Convergence guarantees for kernel-based quadrature rules in misspecified settings,Poster,"['Kenji Fukumizu', 'Bharath K. Sriperumbudur', 'Motonobu Kanagawa']"
6175,2016,An Efficient Streaming Algorithm for the Submodular Cover Problem,Poster,"['Volkan Cevher', 'Ya-Ping Hsieh', 'Ilija Bogunovic', 'Ashkan Norouzi-Fard', 'Abbas Bazzi', 'Marwa El Halabi']"
6176,2016,A scaled Bregman theorem with applications,Poster,"['Richard Nock', 'Aditya Menon', 'Cheng Soon Ong']"
6177,2016,Disease Trajectory Maps,Poster,"['Raman Arora', 'Peter Schulam']"
6178,2016,Regret Bounds for Non-decomposable Metrics with Missing Labels,Poster,"['Prateek Jain', 'Nagarajan Natarajan']"
6179,2016,On Explore-Then-Commit strategies,Poster,"['Emilie Kaufmann', 'Tor Lattimore', 'Aurelien Garivier']"
618,1992,Interposing an ontogenetic model between Genetic Algorithms and Neural Networks,,['Richard K. Belew']
6180,2016,Learning Kernels with Random Features,Poster,"['John C. Duchi', 'Aman Sinha']"
6181,2016,Learning Influence Functions from Incomplete Observations,Poster,"['Yan Liu', 'Xinran He', 'Ke Xu', 'David Kempe']"
6182,2016,"Fast Mixing Markov Chains for Strongly Rayleigh Measures, DPPs, and Constrained Sampling",Poster,"['Suvrit Sra', 'Stefanie Jegelka', 'Chengtao Li']"
6183,2016,Search Improves Label for Active Learning,Poster,"['John Langford', 'Alina Beygelzimer', 'Daniel J. Hsu', 'Chicheng Zhang']"
6184,2016,End-to-End Kernel Learning with Supervised Convolutional Kernel Networks,Poster,['Julien Mairal']
6185,2016,Bayesian latent structure discovery from multi-neuron recordings,Poster,"['Ryan P. Adams', 'Jonathan W. Pillow', 'Scott Linderman']"
6186,2016,Unsupervised Learning of Spoken Language with Visual Context,Poster,"['James Glass', 'Antonio Torralba', 'David Harwath']"
6187,2016,Feature-distributed sparse regression: a screen-and-clean approach,Poster,"['Michael W. Mahoney', 'Yuekai Sun', 'Michael Saunders', 'Jiyan Yang']"
6188,2016,Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach,Poster,"['David H. Wolpert', 'Remi Lam', 'Karen Willcox']"
6189,2016,Kernel Observers: Systems-Theoretic Modeling and Inference of Spatiotemporally Evolving Processes,Poster,"['Hassan A. Kingravi', 'Harshal R. Maske', 'Girish Chowdhary']"
619,1992,Non-Linear Dimensionality Reduction,,"['Garrison W. Cottrell', 'David DeMers']"
6190,2016,A Bandit Framework for Strategic Regression,Poster,"['Yang Liu', 'Yiling Chen']"
6191,2016,Spectral Learning of Dynamic Systems from Nonequilibrium Data,Poster,"['Hao Wu', 'Frank Noe']"
6192,2016,What Makes Objects Similar: A Unified Multi-Metric Learning Approach,Poster,"['Zhi-Hua Zhou', 'Han-Jia Ye', 'De-Chuan Zhan', 'Xue-Min Si', 'Yuan Jiang']"
6193,2016,Learning and Forecasting Opinion Dynamics in Social Networks,Poster,"['Sourangshu Bhattacharya', 'Isabel Valera', 'Manuel Gomez Rodriguez', 'Abir De', 'Niloy Ganguly']"
6194,2016,Generating Videos with Scene Dynamics,Poster,"['Antonio Torralba', 'Hamed Pirsiavash', 'Carl Vondrick']"
6195,2016,Causal Bandits: Learning Good Interventions via Causal Inference,Poster,"['Mark D. Reid', 'Tor Lattimore', 'Finnian Lattimore']"
6196,2016,Optimal Cluster Recovery in the Labeled Stochastic Block Model,Poster,"['Alexandre Proutiere', 'Se-Young Yun']"
6197,2016,Multi-step learning and underlying structure in statistical models,Poster,['Maia Fraser']
6198,2016,Phased Exploration with Greedy Exploitation in Stochastic Combinatorial Partial Monitoring Games,Poster,"['Ambuj Tewari', 'Sougata Chaudhuri']"
6199,2016,Near-Optimal Smoothing of Structured Conditional Probability Matrices,Poster,"['Alon Orlitsky', 'Moein Falahatgar', 'Mesrob I. Ohannessian']"
62,1987,Cycles: A Simulation Tool for Studying Cyclic Neural Networks,,['Michael T. Gately']
620,1992,Connected Letter Recognition with a Multi-State Time Delay Neural Network,,"['Alex Waibel', 'Hermann Hild']"
6200,2016,Improved Deep Metric Learning with Multi-class N-pair Loss Objective,Poster,['Kihyuk Sohn']
6201,2016,Unsupervised Risk Estimation Using Only Conditional Independence Structure,Poster,"['Percy S. Liang', 'Jacob Steinhardt']"
6202,2016,Hierarchical Question-Image Co-Attention for Visual Question Answering,Poster,"['Devi Parikh', 'Dhruv Batra', 'Jiasen Lu', 'Jianwei Yang']"
6203,2016,Understanding the Effective Receptive Field in Deep Convolutional Neural Networks,Poster,"['Raquel Urtasun', 'Wenjie Luo', 'Richard Zemel', 'Yujia Li']"
6204,2016,Provable Efficient Online Matrix Completion via Non-convex Stochastic Gradient Descent,Poster,"['Sham M. Kakade', 'Chi Jin', 'Praneeth Netrapalli']"
6205,2016,Swapout: Learning an ensemble of deep architectures,Poster,"['David Forsyth', 'Saurabh Singh', 'Derek Hoiem']"
6206,2016,Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision,Poster,"['Honglak Lee', 'Jimei Yang', 'Xinchen Yan', 'Ersin Yumer', 'Yijie Guo']"
6207,2016,Efficient Second Order Online Learning by Sketching,Poster,"['John Langford', 'Alekh Agarwal', 'Nicol? Cesa-Bianchi', 'Haipeng Luo']"
6208,2016,R?nyi Divergence Variational Inference,Poster,"['Richard E. Turner', 'Yingzhen Li']"
6209,2016,Hypothesis Testing in Unsupervised Domain Adaptation with Applications in Alzheimer's Disease,Poster,"['Grace Wahba', 'Vikas Singh', 'Vamsi K. Ithapu', 'Sterling C. Johnson', 'Hao Zhou', 'Sathya Narayanan Ravi']"
621,1992,Some Solutions to the Missing Feature Problem in Vision,,"['Subutai Ahmad', 'Volker Tresp']"
6210,2016,Data driven estimation of Laplace-Beltrami operator,Poster,"['Frederic Chazal', 'Ilaria Giulini', 'Bertrand Michel']"
6211,2016,Supervised Learning with Tensor Networks,Poster,"['Edwin Stoudenmire', 'David J. Schwab']"
6212,2016,Diffusion-Convolutional Neural Networks,Poster,"['James Atwood', 'Don Towsley']"
6213,2016,Optimal Learning for Multi-pass Stochastic Gradient Methods,Poster,"['Lorenzo Rosasco', 'Junhong Lin']"
6214,2016,Path-Normalized Optimization of Recurrent Neural Networks with ReLU Activations,Poster,"['Ruslan R. Salakhutdinov', 'Nati Srebro', 'Behnam Neyshabur', 'Yuhuai Wu']"
6215,2016,On Multiplicative Integration with Recurrent Neural Networks,Poster,"['Yoshua Bengio', 'Ruslan R. Salakhutdinov', 'Saizheng Zhang', 'Yuhuai Wu', 'Ying Zhang']"
6216,2016,Minimizing Regret on Reflexive Banach Spaces and Nash Equilibria in Continuous Zero-Sum Games,Poster,"['Walid Krichene', 'Alexandre Bayen', 'Maximilian Balandat', 'Claire Tomlin']"
6217,2016,Density Estimation via Discrepancy Based Adaptive Sequential Partition,Poster,"['Dangna Li', 'Kun Yang', 'Wing Hung Wong']"
6218,2016,How Deep is the Feature Analysis underlying Rapid Visual Categorization?,Poster,"['Thomas Serre', 'Sven Eberhardt', 'Jonah G. Cader']"
6219,2016,Constraints Based Convex Belief Propagation,Poster,"['Tamir Hazan', 'Kevin Gimpel', 'Alex Schwing', 'Y\x7faniv Tenzer']"
622,1992,"Information, Prediction, and Query by Committee",,"['Yoav Freund', 'H. Sebastian Seung', 'Eli Shamir', 'Naftali Tishby']"
6220,2016,Multivariate tests of association based on univariate tests,Poster,"['Ruth Heller', 'Yair Heller']"
6221,2016,Memory-Efficient Backpropagation Through Time,Poster,"['Alex Graves', 'Marc Lanctot', 'Remi Munos', 'Ivo Danihelka', 'Audrunas Gruslys']"
6222,2016,Brains on Beats,Poster,"['Umut G??l?', 'Jordy Thielen', 'Michael Hanke', 'Marcel van Gerven', 'Marcel A. J. van Gerven']"
6223,2016,Identification and Overidentification of Linear Structural Equation Models,Poster,['Bryant Chen']
6224,2016,Assortment Optimization Under the Mallows model,Poster,"['Srikanth Jagabathula', 'Antoine Desir', 'Vineet Goyal', 'Danny Segev']"
6225,2016,Variational Inference in Mixed Probabilistic Submodular Models,Poster,"['Andreas Krause', 'Josip Djolonga', 'Sebastian Tschiatschek']"
6226,2016,The Product Cut,Poster,"['Xavier Bresson', 'Thomas Laurent', 'James von Brecht', 'arthur szlam']"
6227,2016,An algorithm for L1 nearest neighbor search via monotonic embedding,Poster,"['Sanjoy Dasgupta', 'Xinan Wang']"
6228,2016,Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings,Poster,"['Venkatesh Saligrama', 'James Y. Zou', 'Kai-Wei Chang', 'Tolga Bolukbasi', 'Adam T. Kalai']"
6229,2016,Estimating the Size of a Large Network and its Communities from a Random Sample,Poster,"['Amin Karbasi', 'Lin Chen', 'Forrest W. Crawford']"
623,1992,Performance Through Consistency: MS-TDNN's for Large Vocabulary Continuous Speech Recognition,,"['Joe Tebelskis', 'Alex Waibel']"
6230,2016,"Attend, Infer, Repeat: Fast Scene Understanding with Generative Models",Poster,"['Geoffrey E. Hinton', 'Yuval Tassa', 'Nicolas Heess', 'S. M. Ali Eslami', 'koray kavukcuoglu', 'Theophane Weber', 'David Szepesvari']"
6231,2016,A Probabilistic Framework for Deep Learning,Poster,"['Richard Baraniuk', 'Ankit B. Patel', 'Minh Tan Nguyen']"
6232,2016,Learning Treewidth-Bounded Bayesian Networks with Thousands of Variables,Poster,"['Cassio P. de Campos', 'Mauro Scanagatta', 'Giorgio Corani', 'Marco Zaffalon']"
6233,2016,Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation,Poster,"['Ardavan Saeedi', 'Tejas D. Kulkarni', 'Josh Tenenbaum', 'Karthik Narasimhan']"
6234,2016,Confusions over Time: An Interpretable Bayesian Model to Characterize Trends in Decision Making,Poster,"['Jure Leskovec', 'Himabindu Lakkaraju']"
6235,2016,Kernel Bayesian Inference with Posterior Regularization,Poster,"['Yang Song', 'Jun Zhu', 'Yong Ren']"
6236,2016,Maximization of Approximately Submodular Functions,Poster,"['Yaron Singer', 'Thibaut Horel']"
6237,2016,Eliciting Categorical Data for Optimal Aggregation,Poster,"['Rafael Frongillo', 'Yiling Chen', 'Chien-Ju Ho']"
6238,2016,Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods,Poster,"['Matthias Hein', 'Antoine Gautier', 'Quynh N. Nguyen']"
6239,2016,Joint quantile regression in vector-valued RKHSs,Poster,"['Olivier Fercoq', 'Maxime Sangnier', ""Florence d'Alch?-Buc""]"
624,1992,Analogy-- Watershed or Waterloo? Structural alignment and the development of connectionist models of analogy,,"['Dedre Gentner', 'Arthur B. Markman']"
6240,2016,Mixed Linear Regression with Multiple Components,Poster,"['Prateek Jain', 'Inderjit S. Dhillon', 'Kai Zhong']"
6241,2016,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,Poster,"['Zoubin Ghahramani', 'Yarin Gal']"
6242,2016,A primal-dual method for conic constrained distributed optimization problems,Poster,"['Necdet Serhat Aybat', 'Erfan Yazdandoost Hamedani']"
6243,2016,Infinite Hidden Semi-Markov Modulated Interaction Point Process,Poster,"['Yang Wang', 'Yang Wang', 'matt zhang', 'Peng Lin', 'Peng Lin', 'Ting Guo', 'Fang Chen']"
6244,2016,High resolution neural connectivity from incomplete tracing data using nonnegative spline regression,Poster,"['Kameron D. Harris', 'Stefan Mihalas', 'Eric Shea-Brown']"
6245,2016,Without-Replacement Sampling for Stochastic Gradient Methods,Poster,['Ohad Shamir']
6246,2016,Orthogonal Random Features,Poster,"['Sanjiv Kumar', 'Krzysztof M. Choromanski', 'Ananda Theertha Suresh', 'Felix X. Yu', 'Daniel N. Holtmann-Rice']"
6247,2016,A Minimax Approach to Supervised Learning,Poster,"['Farzan Farnia', 'David Tse']"
6248,2016,Wasserstein Training of Restricted Boltzmann Machines,Poster,"['Klaus-Robert M?ller', 'Marco Cuturi', 'Gr?goire Montavon']"
6249,2016,Human Decision-Making under Limited Time,Poster,"['Alan A. Stocker', 'Pedro A. Ortega']"
625,1992,Visual Motion Computation in Analog VLSI Using Pulses,,"['Christof Koch', 'Wyeth Bair', 'Rahul Sarpeshkar']"
6250,2016,Pruning Random Forests for Prediction on a Budget,Poster,"['Venkatesh Saligrama', 'Joseph Wang', 'Feng Nan']"
6251,2016,Learning Sensor Multiplexing Design through Back-propagation,Poster,['Ayan Chakrabarti']
6252,2016,Optimal Sparse Linear Encoders and Sparse PCA,Poster,"['Malik Magdon-Ismail', 'Christos Boutsidis']"
6253,2016,Blazing the trails before beating the path: Sample-efficient Monte-Carlo planning,Poster,"['Remi Munos', 'Michal Valko', 'Jean-Bastien Grill']"
6254,2016,Domain Separation Networks,Poster,"['Dilip Krishnan', 'Nathan Silberman', 'Dumitru Erhan', 'Konstantinos Bousmalis', 'George Trigeorgis']"
6255,2016,Conditional Generative Moment-Matching Networks,Poster,"['Jun Zhu', 'Yong Ren', 'Jialian Li', 'Yucen Luo']"
6256,2016,A Credit Assignment Compiler for Joint Prediction,Poster,"['John Langford', 'Stephane Ross', 'Hal Daume III', 'He He', 'Kai-Wei Chang']"
6257,2016,Joint Line Segmentation and Transcription for End-to-End Handwritten Paragraph Recognition,Poster,['Theodore Bluche']
6258,2016,Incremental Boosting Convolutional Neural Network for Facial Action Unit Recognition,Poster,"['Shizhong Han', 'Zibo Meng', 'AHMED-SHEHAB KHAN', 'Yan Tong']"
6259,2016,Variational Bayes on Monte Carlo Steroids,Poster,"['Stefano Ermon', 'Aditya Grover']"
626,1992,A Connectionist Symbol Manipulator That Discovers the Structure of Context-Free Languages,,"['Michael C. Mozer', 'Sreerupa Das']"
6260,2016,Learning User Perceived Clusters with Feature-Level Supervision,Poster,"['Ting-Yu Cheng', 'Guiguan Lin', 'xinyang gong', 'Kang-Jun Liu', 'Shan-Hung Wu']"
6261,2016,Visual Question Answering with Question Representation Update (QRU),Poster,"['Jiaya Jia', 'Ruiyu Li']"
6262,2016,Adaptive Newton Method for Empirical Risk Minimization to Statistical Accuracy,Poster,"['Thomas Hofmann', 'Aurelien Lucchi', 'Aryan Mokhtari', 'Hadi Daneshmand', 'Alejandro Ribeiro']"
6263,2016,Learning Deep Parsimonious Representations,Poster,"['Raquel Urtasun', 'Alex Schwing', 'Richard Zemel', 'Renjie Liao']"
6264,2016,Dialog-based Language Learning,Poster,['Jason E. Weston']
6265,2016,A Sparse Interactive Model for Matrix Completion with Side Information,Poster,"['Jinbo Bi', 'Jiangwen Sun', 'Jin Lu', 'Guannan Liang']"
6266,2016,Ancestral Causal Inference,Poster,"['Joris M. Mooij', 'Tom Claassen', 'Sara Magliacane']"
6267,2016,Regularized Nonlinear Acceleration,Poster,"['Francis Bach', ""Alexandre d'Aspremont"", 'Damien Scieur']"
6268,2016,MetaGrad: Multiple Learning Rates in Online Learning,Poster,"['Wouter M. Koolen', 'Tim van Erven']"
6269,2016,Graphical Time Warping for Joint Alignment of Multiple Curves,Poster,"['David J. Miller', 'Yizhi Wang', 'Kira Poskanzer', 'Yue Wang', 'Lin Tian', 'Guoqiang Yu']"
627,1992,History-Dependent Attractor Neural Networks,,"['Eytan Ruppin', 'Isaac Meilijson']"
6270,2016,Stochastic Multiple Choice Learning for Training Diverse Deep Ensembles,Poster,"['Dhruv Batra', 'Stefan Lee', 'Senthil Purushwalkam Shiva Prakash', 'Michael Cogswell', 'Viresh Ranjan', 'David Crandall']"
6271,2016,Global Optimality of Local Search for Low Rank Matrix Recovery,Poster,"['Nati Srebro', 'Behnam Neyshabur', 'Srinadh Bhojanapalli']"
6272,2016,Preference Completion from Partial Rankings,Poster,"['Joydeep Ghosh', 'Oluwasanmi O. Koyejo', 'Suriya Gunasekar']"
6273,2016,Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing,Poster,"['Babak Hassibi', 'Farshad Lahouti']"
